Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
52716-40199:Giannis Antetokounmpo,52716-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,52.59999847,1,11600,GS@MIL,MIL,GS,,,
52716-84669:Luka Doncic,52716-84669,PG,Luka,Luka Doncic,Doncic,48.09999847,1,11300,DAL@LAL,DAL,LAL,,,
52716-9488:LeBron James,52716-9488,SF,LeBron,LeBron James,James,31.5,1,11000,DAL@LAL,LAL,DAL,GTD,Ankle,
52716-15755:Anthony Davis,52716-15755,PF,Anthony,Anthony Davis,Davis,25.39999962,1,10600,DAL@LAL,LAL,DAL,,,
52716-80808:Jayson Tatum,52716-80808,PF,Jayson,Jayson Tatum,Tatum,48.40000153,1,9800,BKN@BOS,BOS,BKN,,,
52716-55062:Nikola Jokic,52716-55062,C,Nikola,Nikola Jokic,Jokic,71,1,9700,LAC@DEN,DEN,LAC,,,
52716-14513:Kawhi Leonard,52716-14513,SF,Kawhi,Kawhi Leonard,Leonard,35.90000153,1,9500,LAC@DEN,LAC,DEN,,,
52716-14498:Kyrie Irving,52716-14498,PG,Kyrie,Kyrie Irving,Irving,35.79999924,1,8900,BKN@BOS,BKN,BOS,,,
52716-9524:Stephen Curry,52716-9524,PG,Stephen,Stephen Curry,Curry,42.79999924,1,8700,GS@MIL,GS,MIL,,,
52716-9646:Kevin Durant,52716-9646,PF,Kevin,Kevin Durant,Durant,43.5,1,8500,BKN@BOS,BKN,BOS,,,
52716-80817:Bam Adebayo,52716-80817,C,Bam,Bam Adebayo,Adebayo,40.20000076,1,8500,NO@MIA,MIA,NO,,,
52716-14528:Jimmy Butler,52716-14528,SG,Jimmy,Jimmy Butler,Butler,48.09999847,1,8200,NO@MIA,MIA,NO,,,
52716-63122:Kristaps Porzingis,52716-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,41.07017544,57,8000,DAL@LAL,DAL,LAL,O,Knee,
52716-66108:Jamal Murray,52716-66108,PG,Jamal,Jamal Murray,Murray,19.29999924,1,7800,LAC@DEN,DEN,LAC,,,
52716-110310:Zion Williamson,52716-110310,PF,Zion,Zion Williamson,Williamson,31.5,1,7700,NO@MIA,NO,MIA,,,
52716-12341:Paul George,52716-12341,SG,Paul,Paul George,George,42.70000076,1,7600,LAC@DEN,LAC,DEN,,,
52716-67026:Jaylen Brown,52716-67026,SF,Jaylen,Jaylen Brown,Brown,54,1,7500,BKN@BOS,BOS,BKN,,,
52716-16261:Khris Middleton,52716-16261,SG,Khris,Khris Middleton,Middleton,53.79999924,1,7400,GS@MIL,MIL,GS,,,
52716-66048:Brandon Ingram,52716-66048,SF,Brandon,Brandon Ingram,Ingram,60.29999924,1,7300,NO@MIA,NO,MIA,,,
52716-9663:Jrue Holiday,52716-9663,PG,Jrue,Jrue Holiday,Holiday,42.70000076,1,7000,GS@MIL,MIL,GS,,,
52716-80806:Lonzo Ball,52716-80806,PG,Lonzo,Lonzo Ball,Ball,29,1,6600,NO@MIA,NO,MIA,,,
52716-49116:Andrew Wiggins,52716-49116,SG,Andrew,Andrew Wiggins,Wiggins,15.89999962,1,6600,GS@MIL,GS,MIL,,,
52716-58153:Kelly Oubre,52716-58153,SF,Kelly,Kelly Oubre,Oubre,23.39999962,1,6400,GS@MIL,GS,MIL,,,
52716-23670:Marcus Smart,52716-23670,SG,Marcus,Marcus Smart,Smart,18.70000076,1,6400,BKN@BOS,BOS,BKN,,,
52716-9673:Goran Dragic,52716-9673,PG,Goran,Goran Dragic,Dragic,37.29999924,1,6400,NO@MIA,MIA,NO,,,
52716-15860:Draymond Green,52716-15860,PF,Draymond,Draymond Green,Green,28.86511514,43,6100,GS@MIL,GS,MIL,O,Foot,
52716-14507:Kemba Walker,52716-14507,PG,Kemba,Kemba Walker,Walker,34.20175439,57,6000,BKN@BOS,BOS,BKN,O,Knee,
52716-9446:Jeff Teague,52716-9446,PG,Jeff,Jeff Teague,Teague,37.59999847,1,5800,BKN@BOS,BOS,BKN,,,
52716-23798:Caris LeVert,52716-23798,SF,Caris,Caris LeVert,LeVert,45.29999924,1,5800,BKN@BOS,BKN,BOS,,,
52716-12355:Eric Bledsoe,52716-12355,SG,Eric,Eric Bledsoe,Bledsoe,31.39999962,1,5600,NO@MIA,NO,MIA,,,
52716-23169:Steven Adams,52716-23169,C,Steven,Steven Adams,Adams,40.09999847,1,5500,NO@MIA,NO,MIA,,,
52716-9957:Serge Ibaka,52716-9957,C,Serge,Serge Ibaka,Ibaka,24.20000076,1,5500,LAC@DEN,LAC,DEN,,,
52716-9621:Brook Lopez,52716-9621,C,Brook,Brook Lopez,Lopez,16.60000038,1,5400,GS@MIL,MIL,GS,,,
52716-84682:Michael Porter,52716-84682,SF,Michael,Michael Porter,Porter,46,1,5400,LAC@DEN,DEN,LAC,,,
52716-15846:Tim Hardaway,52716-15846,SF,Tim,Tim Hardaway,Hardaway,19.79999924,1,5400,DAL@LAL,DAL,LAL,,,
52716-16233:Josh Richardson,52716-16233,SG,Josh,Josh Richardson,Richardson,22.89999962,1,5300,DAL@LAL,DAL,LAL,,,
52716-9662:Lou Williams,52716-9662,PG,Lou,Lou Williams,Williams,16.89999962,1,5300,LAC@DEN,LAC,DEN,,,
52716-81621:Maxi Kleber,52716-81621,PF,Maxi,Maxi Kleber,Kleber,14.10000038,1,5300,DAL@LAL,DAL,LAL,,,
52716-17333:Will Barton,52716-17333,SF,Will,Will Barton,Barton,33.40000153,1,5200,LAC@DEN,DEN,LAC,,,
52716-15542:Spencer Dinwiddie,52716-15542,SG,Spencer,Spencer Dinwiddie,Dinwiddie,18,1,5200,BKN@BOS,BKN,BOS,,,
52716-23776:Montrezl Harrell,52716-23776,C,Montrezl,Montrezl Harrell,Harrell,35.5,1,5100,DAL@LAL,LAL,DAL,,,
52716-40201:Dennis Schroder,52716-40201,SG,Dennis,Dennis Schroder,Schroder,39.40000153,1,5000,DAL@LAL,LAL,DAL,,,
52716-110312:Tyler Herro,52716-110312,SF,Tyler,Tyler Herro,Herro,22.20000076,1,5000,NO@MIA,MIA,NO,,,
52716-9729:Paul Millsap,52716-9729,PF,Paul,Paul Millsap,Millsap,27.89999962,1,4900,LAC@DEN,DEN,LAC,,,
52716-110323:Eric Paschall,52716-110323,PF,Eric,Eric Paschall,Paschall,10.19999981,1,4900,GS@MIL,GS,MIL,,,
52716-80821:Jarrett Allen,52716-80821,C,Jarrett,Jarrett Allen,Allen,26.39999962,1,4800,BKN@BOS,BKN,BOS,,,
52716-16196:Dwight Powell,52716-16196,C,Dwight,Dwight Powell,Powell,6.900000095,1,4700,DAL@LAL,DAL,LAL,,,
52716-70827:Ivica Zubac,52716-70827,C,Ivica,Ivica Zubac,Zubac,24.70000076,1,4700,LAC@DEN,LAC,DEN,,,
52716-14501:Tristan Thompson,52716-14501,C,Tristan,Tristan Thompson,Thompson,23.10000038,1,4600,BKN@BOS,BOS,BKN,,,
52716-9561:DeAndre Jordan,52716-9561,C,DeAndre,DeAndre Jordan,Jordan,21.70000076,1,4500,BKN@BOS,BKN,BOS,,,
52716-9655:JJ Redick,52716-9655,SG,JJ,JJ Redick,Redick,27.10000038,1,4500,NO@MIA,NO,MIA,,,
